date, timestamp, heart rate
2024-04-26 17:11:19 +0000, 00:00:05, 112
2024-04-26 17:11:20 +0000, 00:00:06, 112
2024-04-26 17:11:20 +0000, 00:00:06, 111
2024-04-26 17:11:21 +0000, 00:00:07, 111
2024-04-26 17:11:21 +0000, 00:00:07, 111
2024-04-26 17:11:22 +0000, 00:00:08, 111
2024-04-26 17:11:22 +0000, 00:00:08, 110
2024-04-26 17:11:23 +0000, 00:00:09, 110
2024-04-26 17:11:23 +0000, 00:00:09, 108
2024-04-26 17:11:24 +0000, 00:00:10, 108
2024-04-26 17:11:24 +0000, 00:00:10, 107
2024-04-26 17:11:25 +0000, 00:00:11, 107
2024-04-26 17:11:25 +0000, 00:00:11, 105
2024-04-26 17:11:26 +0000, 00:00:12, 105
2024-04-26 17:11:26 +0000, 00:00:12, 104
2024-04-26 17:11:27 +0000, 00:00:13, 104
2024-04-26 17:11:27 +0000, 00:00:13, 102
2024-04-26 17:11:28 +0000, 00:00:14, 102
2024-04-26 17:11:28 +0000, 00:00:14, 100
2024-04-26 17:11:29 +0000, 00:00:15, 100
2024-04-26 17:11:29 +0000, 00:00:15, 98
2024-04-26 17:11:30 +0000, 00:00:16, 98
2024-04-26 17:11:30 +0000, 00:00:16, 96
2024-04-26 17:11:31 +0000, 00:00:17, 96
2024-04-26 17:11:31 +0000, 00:00:17, 95
2024-04-26 17:11:32 +0000, 00:00:18, 95
2024-04-26 17:11:32 +0000, 00:00:18, 94
2024-04-26 17:11:33 +0000, 00:00:19, 94
2024-04-26 17:11:33 +0000, 00:00:19, 93
2024-04-26 17:11:34 +0000, 00:00:20, 93
2024-04-26 17:11:34 +0000, 00:00:20, 91
2024-04-26 17:11:35 +0000, 00:00:21, 91
2024-04-26 17:11:35 +0000, 00:00:21, 90
2024-04-26 17:11:36 +0000, 00:00:22, 90
2024-04-26 17:11:36 +0000, 00:00:22, 90
2024-04-26 17:11:37 +0000, 00:00:23, 90
2024-04-26 17:11:37 +0000, 00:00:23, 90
2024-04-26 17:11:37 +0000, 00:00:24, 90
2024-04-26 17:11:38 +0000, 00:00:24, 92
2024-04-26 17:11:39 +0000, 00:00:25, 92
2024-04-26 17:11:39 +0000, 00:00:25, 92
2024-04-26 17:11:39 +0000, 00:00:26, 92
2024-04-26 17:11:40 +0000, 00:00:26, 93
