date, timestamp, heart rate
2024-04-27 13:29:38 +0000, 00:00:05, 70
2024-04-27 13:29:39 +0000, 00:00:05, 69
2024-04-27 13:29:39 +0000, 00:00:06, 69
2024-04-27 13:29:40 +0000, 00:00:06, 69
2024-04-27 13:29:40 +0000, 00:00:07, 69
2024-04-27 13:29:41 +0000, 00:00:07, 68
2024-04-27 13:29:41 +0000, 00:00:08, 68
2024-04-27 13:29:42 +0000, 00:00:08, 69
2024-04-27 13:29:42 +0000, 00:00:09, 69
2024-04-27 13:29:43 +0000, 00:00:09, 70
2024-04-27 13:29:43 +0000, 00:00:10, 70
2024-04-27 13:29:44 +0000, 00:00:10, 71
2024-04-27 13:29:44 +0000, 00:00:11, 71
2024-04-27 13:29:45 +0000, 00:00:11, 73
2024-04-27 13:29:45 +0000, 00:00:12, 73
2024-04-27 13:29:46 +0000, 00:00:12, 74
2024-04-27 13:29:46 +0000, 00:00:13, 74
2024-04-27 13:29:47 +0000, 00:00:13, 74
2024-04-27 13:29:47 +0000, 00:00:14, 74
2024-04-27 13:29:48 +0000, 00:00:14, 73
2024-04-27 13:29:48 +0000, 00:00:15, 73
2024-04-27 13:29:49 +0000, 00:00:15, 73
2024-04-27 13:29:49 +0000, 00:00:16, 73
2024-04-27 13:29:50 +0000, 00:00:16, 73
2024-04-27 13:29:50 +0000, 00:00:17, 73
2024-04-27 13:29:51 +0000, 00:00:17, 73
2024-04-27 13:29:51 +0000, 00:00:18, 73
2024-04-27 13:29:52 +0000, 00:00:18, 73
2024-04-27 13:29:52 +0000, 00:00:19, 73
2024-04-27 13:29:53 +0000, 00:00:19, 74
2024-04-27 13:29:53 +0000, 00:00:20, 74
2024-04-27 13:29:54 +0000, 00:00:20, 75
2024-04-27 13:29:54 +0000, 00:00:21, 75
2024-04-27 13:29:55 +0000, 00:00:21, 76
2024-04-27 13:29:55 +0000, 00:00:22, 76
2024-04-27 13:29:56 +0000, 00:00:22, 78
2024-04-27 13:29:56 +0000, 00:00:23, 78
2024-04-27 13:29:57 +0000, 00:00:23, 80
2024-04-27 13:29:57 +0000, 00:00:24, 80
2024-04-27 13:29:58 +0000, 00:00:24, 82
2024-04-27 13:29:58 +0000, 00:00:25, 82
2024-04-27 13:29:59 +0000, 00:00:25, 83
2024-04-27 13:29:59 +0000, 00:00:26, 83
2024-04-27 13:30:00 +0000, 00:00:26, 85
2024-04-27 13:30:00 +0000, 00:00:27, 85
2024-04-27 13:30:01 +0000, 00:00:27, 86
2024-04-27 13:30:01 +0000, 00:00:28, 86
2024-04-27 13:30:02 +0000, 00:00:28, 87
2024-04-27 13:30:02 +0000, 00:00:29, 87
2024-04-27 13:30:03 +0000, 00:00:29, 89
2024-04-27 13:30:03 +0000, 00:00:30, 89
2024-04-27 13:30:04 +0000, 00:00:30, 90
2024-04-27 13:30:04 +0000, 00:00:31, 90
2024-04-27 13:30:05 +0000, 00:00:31, 92
2024-04-27 13:30:05 +0000, 00:00:32, 92
2024-04-27 13:30:06 +0000, 00:00:32, 93
2024-04-27 13:30:06 +0000, 00:00:33, 93
2024-04-27 13:30:07 +0000, 00:00:33, 95
2024-04-27 13:30:07 +0000, 00:00:34, 95
2024-04-27 13:30:08 +0000, 00:00:34, 96
2024-04-27 13:30:08 +0000, 00:00:35, 96
2024-04-27 13:30:09 +0000, 00:00:35, 96
2024-04-27 13:30:09 +0000, 00:00:36, 96
2024-04-27 13:30:10 +0000, 00:00:36, 96
2024-04-27 13:30:10 +0000, 00:00:37, 96
2024-04-27 13:30:11 +0000, 00:00:37, 96
2024-04-27 13:30:11 +0000, 00:00:38, 96
2024-04-27 13:30:12 +0000, 00:00:38, 96
2024-04-27 13:30:12 +0000, 00:00:39, 96
2024-04-27 13:30:13 +0000, 00:00:39, 97
2024-04-27 13:30:13 +0000, 00:00:40, 97
2024-04-27 13:30:14 +0000, 00:00:40, 98
2024-04-27 13:30:14 +0000, 00:00:41, 98
2024-04-27 13:30:15 +0000, 00:00:41, 98
2024-04-27 13:30:15 +0000, 00:00:42, 98
2024-04-27 13:30:16 +0000, 00:00:42, 98
2024-04-27 13:30:16 +0000, 00:00:43, 98
2024-04-27 13:30:17 +0000, 00:00:43, 98
2024-04-27 13:30:17 +0000, 00:00:44, 98
2024-04-27 13:30:18 +0000, 00:00:44, 99
2024-04-27 13:30:18 +0000, 00:00:45, 99
2024-04-27 13:30:19 +0000, 00:00:45, 100
2024-04-27 13:30:19 +0000, 00:00:46, 100
2024-04-27 13:30:20 +0000, 00:00:46, 101
2024-04-27 13:30:20 +0000, 00:00:47, 101
2024-04-27 13:30:21 +0000, 00:00:47, 102
2024-04-27 13:30:21 +0000, 00:00:48, 102
2024-04-27 13:30:22 +0000, 00:00:48, 103
2024-04-27 13:30:22 +0000, 00:00:49, 103
2024-04-27 13:30:23 +0000, 00:00:49, 104
2024-04-27 13:30:23 +0000, 00:00:50, 104
2024-04-27 13:30:24 +0000, 00:00:50, 105
2024-04-27 13:30:24 +0000, 00:00:51, 105
2024-04-27 13:30:25 +0000, 00:00:51, 106
2024-04-27 13:30:25 +0000, 00:00:52, 106
2024-04-27 13:30:26 +0000, 00:00:52, 106
2024-04-27 13:30:26 +0000, 00:00:53, 106
2024-04-27 13:30:27 +0000, 00:00:53, 107
2024-04-27 13:30:27 +0000, 00:00:54, 107
2024-04-27 13:30:28 +0000, 00:00:54, 107
2024-04-27 13:30:28 +0000, 00:00:55, 107
2024-04-27 13:30:29 +0000, 00:00:55, 107
2024-04-27 13:30:29 +0000, 00:00:56, 107
2024-04-27 13:30:30 +0000, 00:00:56, 107
2024-04-27 13:30:30 +0000, 00:00:57, 107
2024-04-27 13:30:31 +0000, 00:00:57, 107
2024-04-27 13:30:31 +0000, 00:00:58, 107
2024-04-27 13:30:32 +0000, 00:00:58, 107
2024-04-27 13:30:32 +0000, 00:00:59, 107
2024-04-27 13:30:33 +0000, 00:00:59, 108
2024-04-27 13:30:33 +0000, 00:01:00, 108
2024-04-27 13:30:34 +0000, 00:01:00, 108
2024-04-27 13:30:34 +0000, 00:01:01, 108
2024-04-27 13:30:35 +0000, 00:01:01, 108
2024-04-27 13:30:35 +0000, 00:01:02, 108
2024-04-27 13:30:36 +0000, 00:01:02, 107
2024-04-27 13:30:36 +0000, 00:01:03, 107
2024-04-27 13:30:37 +0000, 00:01:03, 106
2024-04-27 13:30:37 +0000, 00:01:04, 106
2024-04-27 13:30:38 +0000, 00:01:04, 105
2024-04-27 13:30:38 +0000, 00:01:05, 105
2024-04-27 13:30:39 +0000, 00:01:05, 105
2024-04-27 13:30:39 +0000, 00:01:06, 105
2024-04-27 13:30:40 +0000, 00:01:06, 106
2024-04-27 13:30:40 +0000, 00:01:07, 106
2024-04-27 13:30:41 +0000, 00:01:07, 107
2024-04-27 13:30:41 +0000, 00:01:08, 107
2024-04-27 13:30:42 +0000, 00:01:08, 107
2024-04-27 13:30:42 +0000, 00:01:09, 107
2024-04-27 13:30:43 +0000, 00:01:09, 108
2024-04-27 13:30:43 +0000, 00:01:10, 108
2024-04-27 13:30:44 +0000, 00:01:10, 109
2024-04-27 13:30:44 +0000, 00:01:11, 109
2024-04-27 13:30:45 +0000, 00:01:11, 109
2024-04-27 13:30:45 +0000, 00:01:12, 109
2024-04-27 13:30:46 +0000, 00:01:12, 110
2024-04-27 13:30:46 +0000, 00:01:13, 110
2024-04-27 13:30:47 +0000, 00:01:13, 110
2024-04-27 13:30:47 +0000, 00:01:14, 110
2024-04-27 13:30:48 +0000, 00:01:14, 110
2024-04-27 13:30:48 +0000, 00:01:15, 110
2024-04-27 13:30:49 +0000, 00:01:15, 110
2024-04-27 13:30:49 +0000, 00:01:16, 110
2024-04-27 13:30:50 +0000, 00:01:16, 110
2024-04-27 13:30:50 +0000, 00:01:17, 110
2024-04-27 13:30:51 +0000, 00:01:17, 110
2024-04-27 13:30:51 +0000, 00:01:18, 110
2024-04-27 13:30:52 +0000, 00:01:18, 110
2024-04-27 13:30:52 +0000, 00:01:19, 110
2024-04-27 13:30:53 +0000, 00:01:19, 110
2024-04-27 13:30:53 +0000, 00:01:20, 110
2024-04-27 13:30:54 +0000, 00:01:20, 110
2024-04-27 13:30:54 +0000, 00:01:21, 110
2024-04-27 13:30:55 +0000, 00:01:21, 110
2024-04-27 13:30:55 +0000, 00:01:22, 110
2024-04-27 13:30:56 +0000, 00:01:22, 111
2024-04-27 13:30:56 +0000, 00:01:23, 111
2024-04-27 13:30:57 +0000, 00:01:23, 111
2024-04-27 13:30:57 +0000, 00:01:24, 111
2024-04-27 13:30:58 +0000, 00:01:24, 111
2024-04-27 13:30:58 +0000, 00:01:25, 111
2024-04-27 13:30:59 +0000, 00:01:25, 111
2024-04-27 13:30:59 +0000, 00:01:26, 111
2024-04-27 13:31:00 +0000, 00:01:26, 111
2024-04-27 13:31:00 +0000, 00:01:27, 111
2024-04-27 13:31:01 +0000, 00:01:27, 112
2024-04-27 13:31:01 +0000, 00:01:28, 112
2024-04-27 13:31:02 +0000, 00:01:28, 112
2024-04-27 13:31:02 +0000, 00:01:29, 112
2024-04-27 13:31:03 +0000, 00:01:29, 113
2024-04-27 13:31:03 +0000, 00:01:30, 113
2024-04-27 13:31:04 +0000, 00:01:30, 113
2024-04-27 13:31:04 +0000, 00:01:31, 113
2024-04-27 13:31:05 +0000, 00:01:31, 113
2024-04-27 13:31:05 +0000, 00:01:32, 113
2024-04-27 13:31:06 +0000, 00:01:32, 113
2024-04-27 13:31:06 +0000, 00:01:33, 113
2024-04-27 13:31:07 +0000, 00:01:33, 113
2024-04-27 13:31:07 +0000, 00:01:34, 113
2024-04-27 13:31:08 +0000, 00:01:34, 113
2024-04-27 13:31:08 +0000, 00:01:35, 113
2024-04-27 13:31:09 +0000, 00:01:35, 112
2024-04-27 13:31:09 +0000, 00:01:36, 112
2024-04-27 13:31:10 +0000, 00:01:36, 111
2024-04-27 13:31:10 +0000, 00:01:37, 111
2024-04-27 13:31:11 +0000, 00:01:37, 110
2024-04-27 13:31:11 +0000, 00:01:38, 110
2024-04-27 13:31:12 +0000, 00:01:38, 109
2024-04-27 13:31:12 +0000, 00:01:39, 109
2024-04-27 13:31:13 +0000, 00:01:39, 108
2024-04-27 13:31:13 +0000, 00:01:40, 108
2024-04-27 13:31:14 +0000, 00:01:40, 108
2024-04-27 13:31:14 +0000, 00:01:41, 108
2024-04-27 13:31:15 +0000, 00:01:41, 109
2024-04-27 13:31:15 +0000, 00:01:42, 109
2024-04-27 13:31:16 +0000, 00:01:42, 109
2024-04-27 13:31:16 +0000, 00:01:43, 109
2024-04-27 13:31:17 +0000, 00:01:43, 110
2024-04-27 13:31:17 +0000, 00:01:44, 110
2024-04-27 13:31:18 +0000, 00:01:44, 111
2024-04-27 13:31:18 +0000, 00:01:45, 111
2024-04-27 13:31:19 +0000, 00:01:45, 112
2024-04-27 13:31:19 +0000, 00:01:46, 112
2024-04-27 13:31:20 +0000, 00:01:46, 112
2024-04-27 13:31:20 +0000, 00:01:47, 112
2024-04-27 13:31:21 +0000, 00:01:47, 112
2024-04-27 13:31:21 +0000, 00:01:48, 112
2024-04-27 13:31:22 +0000, 00:01:48, 112
2024-04-27 13:31:22 +0000, 00:01:49, 112
2024-04-27 13:31:23 +0000, 00:01:49, 111
2024-04-27 13:31:23 +0000, 00:01:50, 111
2024-04-27 13:31:24 +0000, 00:01:50, 111
2024-04-27 13:31:24 +0000, 00:01:51, 111
2024-04-27 13:31:25 +0000, 00:01:51, 110
2024-04-27 13:31:25 +0000, 00:01:52, 110
2024-04-27 13:31:26 +0000, 00:01:52, 108
2024-04-27 13:31:26 +0000, 00:01:53, 108
2024-04-27 13:31:27 +0000, 00:01:53, 107
2024-04-27 13:31:27 +0000, 00:01:54, 107
2024-04-27 13:31:28 +0000, 00:01:54, 106
2024-04-27 13:31:28 +0000, 00:01:55, 106
2024-04-27 13:31:29 +0000, 00:01:55, 105
2024-04-27 13:31:29 +0000, 00:01:56, 105
2024-04-27 13:31:30 +0000, 00:01:56, 103
2024-04-27 13:31:30 +0000, 00:01:57, 103
2024-04-27 13:31:31 +0000, 00:01:57, 102
2024-04-27 13:31:31 +0000, 00:01:58, 102
2024-04-27 13:31:32 +0000, 00:01:58, 100
2024-04-27 13:31:32 +0000, 00:01:59, 100
2024-04-27 13:31:33 +0000, 00:01:59, 98
2024-04-27 13:31:33 +0000, 00:02:00, 98
2024-04-27 13:31:34 +0000, 00:02:00, 97
2024-04-27 13:31:34 +0000, 00:02:01, 97
2024-04-27 13:31:35 +0000, 00:02:01, 98
2024-04-27 13:31:35 +0000, 00:02:02, 98
2024-04-27 13:31:36 +0000, 00:02:02, 99
2024-04-27 13:31:36 +0000, 00:02:03, 99
2024-04-27 13:31:37 +0000, 00:02:03, 100
2024-04-27 13:31:37 +0000, 00:02:04, 100
2024-04-27 13:31:38 +0000, 00:02:04, 101
2024-04-27 13:31:38 +0000, 00:02:05, 101
2024-04-27 13:31:39 +0000, 00:02:05, 102
2024-04-27 13:31:39 +0000, 00:02:06, 102
2024-04-27 13:31:40 +0000, 00:02:06, 103
2024-04-27 13:31:40 +0000, 00:02:07, 103
2024-04-27 13:31:41 +0000, 00:02:07, 104
2024-04-27 13:31:41 +0000, 00:02:08, 104
2024-04-27 13:31:42 +0000, 00:02:08, 105
2024-04-27 13:31:42 +0000, 00:02:09, 105
2024-04-27 13:31:43 +0000, 00:02:09, 106
2024-04-27 13:31:43 +0000, 00:02:10, 106
2024-04-27 13:31:44 +0000, 00:02:10, 107
2024-04-27 13:31:44 +0000, 00:02:11, 107
2024-04-27 13:31:45 +0000, 00:02:11, 109
2024-04-27 13:31:45 +0000, 00:02:12, 109
2024-04-27 13:31:46 +0000, 00:02:12, 110
2024-04-27 13:31:46 +0000, 00:02:13, 110
2024-04-27 13:31:47 +0000, 00:02:13, 110
2024-04-27 13:31:47 +0000, 00:02:14, 110
2024-04-27 13:31:48 +0000, 00:02:14, 111
2024-04-27 13:31:48 +0000, 00:02:15, 111
2024-04-27 13:31:49 +0000, 00:02:15, 112
2024-04-27 13:31:49 +0000, 00:02:16, 112
2024-04-27 13:31:50 +0000, 00:02:16, 113
2024-04-27 13:31:50 +0000, 00:02:17, 113
2024-04-27 13:31:51 +0000, 00:02:17, 114
2024-04-27 13:31:51 +0000, 00:02:18, 114
2024-04-27 13:31:52 +0000, 00:02:18, 115
2024-04-27 13:31:52 +0000, 00:02:19, 115
2024-04-27 13:31:53 +0000, 00:02:19, 116
2024-04-27 13:31:53 +0000, 00:02:20, 116
2024-04-27 13:31:54 +0000, 00:02:20, 116
2024-04-27 13:31:54 +0000, 00:02:21, 116
2024-04-27 13:31:55 +0000, 00:02:21, 116
2024-04-27 13:31:55 +0000, 00:02:22, 116
2024-04-27 13:31:56 +0000, 00:02:22, 115
2024-04-27 13:31:56 +0000, 00:02:23, 115
2024-04-27 13:31:57 +0000, 00:02:23, 114
2024-04-27 13:31:57 +0000, 00:02:24, 114
2024-04-27 13:31:58 +0000, 00:02:24, 114
2024-04-27 13:31:58 +0000, 00:02:25, 114
2024-04-27 13:31:59 +0000, 00:02:25, 114
2024-04-27 13:31:59 +0000, 00:02:26, 114
2024-04-27 13:32:00 +0000, 00:02:26, 115
2024-04-27 13:32:00 +0000, 00:02:27, 115
2024-04-27 13:32:01 +0000, 00:02:27, 115
2024-04-27 13:32:01 +0000, 00:02:28, 115
2024-04-27 13:32:02 +0000, 00:02:28, 115
2024-04-27 13:32:02 +0000, 00:02:29, 115
2024-04-27 13:32:03 +0000, 00:02:29, 115
2024-04-27 13:32:03 +0000, 00:02:30, 115
2024-04-27 13:32:04 +0000, 00:02:30, 114
2024-04-27 13:32:04 +0000, 00:02:31, 114
2024-04-27 13:32:05 +0000, 00:02:31, 114
2024-04-27 13:32:05 +0000, 00:02:32, 114
2024-04-27 13:32:06 +0000, 00:02:32, 113
2024-04-27 13:32:06 +0000, 00:02:33, 113
2024-04-27 13:32:07 +0000, 00:02:33, 113
2024-04-27 13:32:07 +0000, 00:02:34, 113
2024-04-27 13:32:08 +0000, 00:02:34, 114
2024-04-27 13:32:08 +0000, 00:02:35, 114
2024-04-27 13:32:09 +0000, 00:02:35, 115
2024-04-27 13:32:09 +0000, 00:02:36, 115
2024-04-27 13:32:10 +0000, 00:02:36, 116
2024-04-27 13:32:10 +0000, 00:02:37, 116
2024-04-27 13:32:11 +0000, 00:02:37, 117
2024-04-27 13:32:11 +0000, 00:02:38, 117
2024-04-27 13:32:12 +0000, 00:02:38, 118
2024-04-27 13:32:12 +0000, 00:02:39, 118
2024-04-27 13:32:13 +0000, 00:02:39, 119
2024-04-27 13:32:13 +0000, 00:02:40, 119
2024-04-27 13:32:14 +0000, 00:02:40, 118
2024-04-27 13:32:14 +0000, 00:02:41, 118
2024-04-27 13:32:15 +0000, 00:02:41, 118
2024-04-27 13:32:15 +0000, 00:02:42, 118
2024-04-27 13:32:16 +0000, 00:02:42, 117
2024-04-27 13:32:16 +0000, 00:02:43, 117
2024-04-27 13:32:17 +0000, 00:02:43, 117
2024-04-27 13:32:17 +0000, 00:02:44, 117
2024-04-27 13:32:18 +0000, 00:02:44, 116
2024-04-27 13:32:18 +0000, 00:02:45, 116
2024-04-27 13:32:19 +0000, 00:02:45, 116
2024-04-27 13:32:19 +0000, 00:02:46, 116
2024-04-27 13:32:20 +0000, 00:02:46, 114
2024-04-27 13:32:20 +0000, 00:02:47, 114
2024-04-27 13:32:21 +0000, 00:02:47, 113
2024-04-27 13:32:21 +0000, 00:02:48, 113
2024-04-27 13:32:22 +0000, 00:02:48, 111
2024-04-27 13:32:22 +0000, 00:02:49, 111
2024-04-27 13:32:23 +0000, 00:02:49, 108
2024-04-27 13:32:23 +0000, 00:02:50, 108
